isoname	gene	tpm
PDCD6IP-201	PDCD6IP	24.9415
PDCD6IP-206	PDCD6IP	14.716
PDCL-201	PDCL	22.2473
PDCL3-201	PDCL3	81.0971
PDE12-201	PDE12	10.632
PDE2A-201	PDE2A	0
PDE2A-202	PDE2A	0.14294
PDE2A-203	PDE2A	0
PDE2A-204	PDE2A	0
PDE2A-205	PDE2A	0
PDE2A-206	PDE2A	0
PDE2A-218	PDE2A	0
PDE2A-221	PDE2A	0
PDE2A-226	PDE2A	0
PDE3A-201	PDE3A	0.0375466
PDE4DIP-201	PDE4DIP	4.1427
PDE4DIP-202	PDE4DIP	0
PDE4DIP-203	PDE4DIP	0
PDE4DIP-204	PDE4DIP	0.416638
PDE4DIP-205	PDE4DIP	2.60785
PDE4DIP-206	PDE4DIP	0
PDE4DIP-208	PDE4DIP	0
PDE4DIP-219	PDE4DIP	0
PDE4DIP-227	PDE4DIP	4.0304
PDE4DIP-230	PDE4DIP	0
PDE4DIP-236	PDE4DIP	0
PDE4DIP-237	PDE4DIP	1.00171
PDE4DIP-246	PDE4DIP	0.443084
PDE7A-201	PDE7A	56.4952
PDE7A-202	PDE7A	11.7158
PDE7A-203	PDE7A	15.238
PDE7A-208	PDE7A	0.758556
PDE7B-201	PDE7B	0
PDE7B-202	PDE7B	0
PDE7B-203	PDE7B	0.0600616
PDE8B-201	PDE8B	0.415505
PDE8B-202	PDE8B	0
PDE8B-203	PDE8B	0
PDE8B-204	PDE8B	0
PDE8B-205	PDE8B	0
PDE8B-207	PDE8B	0
PDHA1-204	PDHA1	0
PDHA1-206	PDHA1	27.1306
PDHA1-212	PDHA1	3.93863
PDHA1-213	PDHA1	0
PDHA2-201	PDHA2	0
PDHB-201	PDHB	98.3911
PDHB-202	PDHB	0.951393
PDIA3-201	PDIA3	16.2624
PDIA4-201	PDIA4	5.45586
PDIA5-201	PDIA5	13.8459
PDIA6-201	PDIA6	143.266
PDIA6-202	PDIA6	0
PDIA6-203	PDIA6	0
PDIA6-204	PDIA6	0.827735
PDIA6-207	PDIA6	0.342977
PDK1-201	PDK1	3.34957
PDK1-202	PDK1	3.89084
PDK3-201	PDK3	2.00308
PDK3-203	PDK3	8.36557
PDLIM1-201	PDLIM1	69.0153
PDLIM5-201	PDLIM5	8.12561
PDLIM5-206	PDLIM5	0.839008
PDLIM5-207	PDLIM5	0
PDLIM5-219	PDLIM5	0
PDLIM5-221	PDLIM5	0
PDP1-201	PDP1	10.532
PDP1-202	PDP1	0
PDP1-205	PDP1	0
PDP1-206	PDP1	2.10739
PDP1-209	PDP1	8.37776
PDPK1-201	PDPK1	0.0820936
PDPK1-202	PDPK1	23.6889
PDPK1-203	PDPK1	0.288945
PDPR-201	PDPR	34.1421
PDPR-202	PDPR	0
PDPR-205	PDPR	0
PDPR-208	PDPR	0
PDPR-211	PDPR	0
PDS5A-201	PDS5A	85.6151
PDS5A-202	PDS5A	3.48281
PDS5B-201	PDS5B	21.5648
PDS5B-203	PDS5B	14.7099
PDXDC1-202	PDXDC1	0.34583
PDXDC1-203	PDXDC1	1.02521
PDXDC1-210	PDXDC1	2.37382e-07
PDXDC1-216	PDXDC1	32.2478
PDXDC1-218	PDXDC1	1.8057
PDXK-201	PDXK	10.9598
PDXK-209	PDXK	0
PDXK-210	PDXK	0.173684
PDZD8-201	PDZD8	15.1982
PEAK1-201	PEAK1	8.25403
PEBP1-201	PEBP1	207.458
PECAM1-203	PECAM1	33.272
PEF1-201	PEF1	55.6084
PELO-201	PELO	21.2978
PELP1-201	PELP1	0.956591
PELP1-202	PELP1	1.8717e-07
PELP1-208	PELP1	1.24563
PEPD-201	PEPD	14.9904
PEPD-202	PEPD	0
PEPD-203	PEPD	0
PEPD-204	PEPD	0.713227
PEPD-214	PEPD	0.491369
PEX19-201	PEX19	29.9907
PEX19-202	PEX19	21.426
PEX3-201	PEX3	12.7143
PEX5-201	PEX5	17.1727
PEX5-202	PEX5	1.87879
PEX5-203	PEX5	3.66533
PEX5-204	PEX5	0.519262
PEX5-205	PEX5	2.55037
PEX5-206	PEX5	0
PEX5-215	PEX5	0
PEX5-219	PEX5	0
PFAS-201	PFAS	45.9541
PFDN4-201	PFDN4	13.8322
PFDN4-202	PFDN4	99.8815
PFDN5-202	PFDN5	484.644
PFDN5-203	PFDN5	53.0587
PFDN5-207	PFDN5	0
PFDN6-201	PFDN6	32.506
PFKFB2-204	PFKFB2	3.00384
PFKL-201	PFKL	29.7397
PFKM-201	PFKM	0.0775831
PFKM-202	PFKM	0
PFKM-204	PFKM	0
PFKM-217	PFKM	0.0699718
PFKM-225	PFKM	0
PFKM-232	PFKM	0.190962
PFKP-203	PFKP	119.751
PFN1-201	PFN1	1804.68
PFN2-201	PFN2	25.0927
PFN2-202	PFN2	0
PFN2-203	PFN2	4.41147
PFN2-205	PFN2	0
PFN2-212	PFN2	0
PGAM1-201	PGAM1	512.253
PGAM5-201	PGAM5	2.18997
PGAM5-202	PGAM5	34.1938
PGAM5-203	PGAM5	45.2127
PGAP1-201	PGAP1	4.7512
PGAP1-203	PGAP1	1.20052
PGAP1-204	PGAP1	1.6672
PGD-201	PGD	205.241
PGGHG-202	PGGHG	13.5567
PGGHG-203	PGGHG	5.36251
PGGHG-204	PGGHG	8.73944
PGGT1B-202	PGGT1B	14.2725
PGGT1B-203	PGGT1B	8.40457
PGK1-201	PGK1	82.8859
PGK1-206	PGK1	589.264
PGK2-201	PGK2	0
PGLS-201	PGLS	31.5313
PGLS-202	PGLS	2.224
PGLS-203	PGLS	1.82013
PGLS-206	PGLS	5.62172
PGLYRP4-201	PGLYRP4	2.81429e-06
PGLYRP4-202	PGLYRP4	0.0525522
PGM1-201	PGM1	0
PGM1-202	PGM1	35.5412
PGM1-206	PGM1	3.14713
PGM2-201	PGM2	33.7603
PGM2L1-201	PGM2L1	7.73606
PGP-201	PGP	17.0517
PGRMC1-201	PGRMC1	38.6893
PGRMC1-202	PGRMC1	0
PHACTR4-205	PHACTR4	4.70067
PHAX-201	PHAX	23.6092
PHB-201	PHB	123.473
PHB2-203	PHB2	171.422
PHC2-201	PHC2	0.290431
PHC2-202	PHC2	56.1124
PHC2-203	PHC2	0.389255
PHC2-204	PHC2	0.161776
PHF14-215	PHF14	45.0979
PHF2-201	PHF2	29.2357
PHF20-201	PHF20	0.798411
PHF20-202	PHF20	1.64678
PHF20-203	PHF20	28.911
PHF20-206	PHF20	0.643863
PHF3-201	PHF3	2.56021
PHF3-209	PHF3	1.02981
PHF3-210	PHF3	3.59007
PHF6-201	PHF6	18.964
PHF6-202	PHF6	0.925117
PHF6-203	PHF6	4.11065
PHF6-205	PHF6	9.0463
PHGDH-208	PHGDH	79.0114
PHGDH-232	PHGDH	11.7184
PHKB-201	PHKB	7.87199
PHKB-202	PHKB	2.54931
PHKB-208	PHKB	34.5602
PHKG2-201	PHKG2	19.8387
PHKG2-202	PHKG2	6.06562
PHKG2-204	PHKG2	2.64749
PHKG2-205	PHKG2	7.63044
PHKG2-208	PHKG2	0
PHKG2-209	PHKG2	4.02088
PHPT1-201	PHPT1	50.8573
PHRF1-201	PHRF1	13.2353
PHRF1-202	PHRF1	6.35601
PHRF1-203	PHRF1	1.45891
PHRF1-205	PHRF1	10.3299
PI16-201	PI16	9.53787
PI4K2B-201	PI4K2B	27.4443
PI4K2B-202	PI4K2B	15.9329
PI4KB-201	PI4KB	15.3653
PI4KB-202	PI4KB	12.6883
PI4KB-204	PI4KB	2.91342
PI4KB-208	PI4KB	2.78434
PI4KB-212	PI4KB	8.86088
PI4KB-213	PI4KB	0.852763
PIAS1-201	PIAS1	17.2527
PIAS1-202	PIAS1	9.14188
PICALM-201	PICALM	5.53819
PICALM-202	PICALM	8.72806
PICALM-213	PICALM	18.7407
PIFO-202	PIFO	0.0539267
PIGG-201	PIGG	3.66586
PIGG-203	PIGG	4.33302
PIGG-205	PIGG	3.80438
PIGG-208	PIGG	13.8725
PIGG-211	PIGG	0.359575
PIGG-217	PIGG	3.4372
PIGG-220	PIGG	0.217556
PIGK-201	PIGK	1.63508
PIGK-202	PIGK	10.8219
PIGS-202	PIGS	11.6475
PIGS-203	PIGS	2.59206
PIGT-201	PIGT	0.342054
PIGT-202	PIGT	32.1256
PIGT-207	PIGT	0.918465
PIGT-208	PIGT	1.49191
PIGT-212	PIGT	0
PIGT-213	PIGT	0
PIGT-218	PIGT	0
PIGT-221	PIGT	0
PIGT-222	PIGT	1.29112
PIGT-231	PIGT	0
PIGT-236	PIGT	0.250403
PIGT-240	PIGT	10.8669
PIGT-243	PIGT	1.26674
PIGT-244	PIGT	0
PIGT-246	PIGT	3.27456
PIGT-257	PIGT	0.262998
PIGT-260	PIGT	0
PIGT-263	PIGT	0.96966
PIK3C2A-201	PIK3C2A	14.2069
PIK3CA-201	PIK3CA	8.46352
PIK3CA-205	PIK3CA	9.64077
PIK3CA-209	PIK3CA	3.89422
PIK3CD-201	PIK3CD	0
PIK3CD-202	PIK3CD	10.7389
PIK3CD-206	PIK3CD	0
PIK3CG-201	PIK3CG	0.4695
PIK3R1-211	PIK3R1	33.228
PIK3R2-201	PIK3R2	11.4431
PIKFYVE-201	PIKFYVE	48.2517
PIN1-201	PIN1	53.5127
PIN4-203	PIN4	28.315
PIN4-209	PIN4	3.75999
PINX1-209	PINX1	0.0541582
PIP4K2A-202	PIP4K2A	45.7123
PIP4K2A-206	PIP4K2A	0
PIP4K2B-202	PIP4K2B	1.69006
PIP4K2B-204	PIP4K2B	53.7775
PITHD1-201	PITHD1	29.4176
PITPNA-201	PITPNA	53.3637
PITPNA-202	PITPNA	1.26887
PITPNB-201	PITPNB	7.08019
PITPNB-202	PITPNB	64.0304
PITPNB-205	PITPNB	2.23359
PITRM1-201	PITRM1	44.0947
PITRM1-202	PITRM1	1.32399
PITRM1-203	PITRM1	0.659733
PJA2-201	PJA2	28.3787
PKD1-201	PKD1	8.45657
PKD1-203	PKD1	13.7887
PKD1-234	PKD1	59.0262
PKD1L3-201	PKD1L3	0.069976
PKD2L1-201	PKD2L1	0
PKM-202	PKM	728.369
PKN1-202	PKN1	74.6612
PLA2G6-201	PLA2G6	0.650224
PLA2G6-202	PLA2G6	0
PLA2G6-232	PLA2G6	5.85073
PLA2G6-237	PLA2G6	0.684243
PLAA-201	PLAA	18.3849
PLAA-205	PLAA	33.6785
PLB1-201	PLB1	0
PLB1-202	PLB1	0
PLB1-205	PLB1	0
PLCB2-201	PLCB2	5.29669
PLCB2-202	PLCB2	4.50433
PLCB2-204	PLCB2	1.19365
PLCB4-201	PLCB4	0
PLCB4-202	PLCB4	0
PLCB4-204	PLCB4	0
PLCD1-201	PLCD1	0.515876
PLCD1-204	PLCD1	1.59432
PLCG1-201	PLCG1	83.3511
PLCG1-202	PLCG1	3.28895
PLD1-202	PLD1	0
PLD1-203	PLD1	0.114819
PLD1-204	PLD1	0
PLEC-201	PLEC	0.41008
PLEC-202	PLEC	1.94793
PLEC-203	PLEC	0.291252
PLEC-204	PLEC	0
PLEC-205	PLEC	0.344743
PLEC-206	PLEC	0.506581
PLEC-207	PLEC	0
PLEC-208	PLEC	3.23454e-09
PLEC-210	PLEC	1.40045
PLEC-211	PLEC	6.08382
PLEK-201	PLEK	0.60782
PLEK2-201	PLEK2	0
PLEK2-203	PLEK2	0.255522
PLEKHA2-207	PLEKHA2	0.360672
PLEKHA2-208	PLEKHA2	0
PLEKHA2-209	PLEKHA2	31.92
PLEKHA7-202	PLEKHA7	3.06745
PLEKHA7-211	PLEKHA7	4.06144
PLEKHA7-219	PLEKHA7	0.773083
PLEKHF1-201	PLEKHF1	8.97299
PLEKHF1-202	PLEKHF1	1.62531
PLEKHF1-203	PLEKHF1	0
PLK1-201	PLK1	75.5447
PLK1-209	PLK1	3.98529
PLK2-201	PLK2	0
PLK2-215	PLK2	0
PLK3-201	PLK3	5.63929
PLPBP-201	PLPBP	59.7723
PLRG1-201	PLRG1	56.061
PLRG1-202	PLRG1	14.9775
PLS1-201	PLS1	0
PLS1-207	PLS1	3.40798
PLS3-201	PLS3	0
PLS3-202	PLS3	0.250614
PLS3-203	PLS3	0
PLS3-208	PLS3	0
PLXNB2-201	PLXNB2	0.687605
PLXNB2-205	PLXNB2	0
PM20D2-201	PM20D2	43.2144
PML-201	PML	12.7785
PML-202	PML	1.19565
PML-203	PML	0
PML-204	PML	0
PML-205	PML	0
PML-206	PML	5.11915
PML-207	PML	3.50746
PML-208	PML	0
PML-210	PML	0.493007
PML-211	PML	4.06777
PML-215	PML	0.0167468
PML-220	PML	0
PMPCA-201	PMPCA	49.7489
PMPCA-203	PMPCA	0.846834
PMS2-201	PMS2	20.3471
PMS2-203	PMS2	37.4816
PMS2-206	PMS2	5.45581
PMS2-208	PMS2	0.681022
PNKD-201	PNKD	29.5244
PNKP-201	PNKP	0.000325366
PNKP-209	PNKP	0
PNKP-213	PNKP	0.654123
PNKP-214	PNKP	0
PNKP-215	PNKP	4.18506
PNKP-224	PNKP	0.370778
PNMA2-204	PNMA2	28.8482
PNN-201	PNN	243.832
PNO1-201	PNO1	39.6286
PNPO-201	PNPO	1.6721
PNPO-202	PNPO	0
PNPO-206	PNPO	0.268898
PNPO-213	PNPO	0
PNPO-217	PNPO	13.1974
PNPT1-202	PNPT1	41.1025
POC1A-201	POC1A	24.0344
POC1A-202	POC1A	5.48774
POGLUT1-201	POGLUT1	18.1955
POGLUT1-205	POGLUT1	0.692552
POGLUT1-207	POGLUT1	5.44368
POGLUT1-208	POGLUT1	4.84675
POGZ-201	POGZ	8.57335
POGZ-203	POGZ	5.49511e-07
POGZ-204	POGZ	33.2885
POGZ-205	POGZ	12.3505
POGZ-213	POGZ	1.32176
POGZ-218	POGZ	1.27598
POLA1-201	POLA1	4.75989
POLA1-202	POLA1	29.7974
POLA1-206	POLA1	0
POLA2-201	POLA2	28.7536
POLB-201	POLB	29.1134
POLB-202	POLB	0.332823
POLB-203	POLB	0.66987
POLB-204	POLB	8.61356
POLD1-201	POLD1	46.1735
POLD1-205	POLD1	0
POLD1-211	POLD1	0.67172
POLD1-213	POLD1	0
POLD1-214	POLD1	1.53915
POLDIP2-201	POLDIP2	58.0727
POLDIP2-202	POLDIP2	44.8557
POLE-201	POLE	48.371
POLE-210	POLE	1.15307
POLE-223	POLE	0.911868
POLE3-201	POLE3	160.738
POLE4-205	POLE4	9.44796
POLR1A-201	POLR1A	21.9424
POLR1A-203	POLR1A	9.78935
POLR1C-201	POLR1C	10.3518
POLR1C-210	POLR1C	35.9096
POLR1C-211	POLR1C	0
POLR1C-214	POLR1C	0
POLR1C-215	POLR1C	0.654096
POLR1E-201	POLR1E	0.481264
POLR1E-202	POLR1E	45.8429
POLR2A-210	POLR2A	140.81
POLR2B-201	POLR2B	144.204
POLR2B-203	POLR2B	1.21169
POLR2B-205	POLR2B	0.349414
POLR2C-201	POLR2C	102.008
POLR2E-201	POLR2E	28.1657
POLR2E-204	POLR2E	5.23388
POLR2E-214	POLR2E	0.312467
POLR2F-205	POLR2F	2.77985
POLR2F-208	POLR2F	60.0374
POLR2F-212	POLR2F	1.47009
POLR2G-201	POLR2G	175.863
POLR2H-202	POLR2H	33.2331
POLR2H-207	POLR2H	34.637
POLR2H-208	POLR2H	1.28169
POLR2I-201	POLR2I	112.348
POLR3A-201	POLR3A	23.68
POLR3B-201	POLR3B	11.5742
POM121-201	POM121	3.46178e-05
POM121-202	POM121	26.059
POM121-203	POM121	1.41152
POM121C-206	POM121C	1.92111
POM121C-208	POM121C	36.5521
PON2-201	PON2	0
PON2-202	PON2	0
PON2-204	PON2	0
PON2-211	PON2	0
PON2-217	PON2	0
POP7-201	POP7	65.9746
POP7-202	POP7	2.37341
POR-201	POR	2.73557
POR-202	POR	0
POR-204	POR	6.9932
POR-211	POR	0
POR-212	POR	0.124428
POR-216	POR	0.180054
POR-218	POR	11.6381
POTEF-202	POTEF	0
POTEJ-201	POTEJ	0.07778
PPA1-202	PPA1	382.97
PPA2-201	PPA2	16.351
PPA2-202	PPA2	3.28882
PPA2-205	PPA2	1.21732
PPA2-208	PPA2	6.47995
PPAT-201	PPAT	56.7043
PPAT-205	PPAT	1.91253
PPCS-202	PPCS	11.6079
PPCS-203	PPCS	1.90874
PPFIBP1-201	PPFIBP1	2.97603
PPFIBP1-202	PPFIBP1	1.76694
PPFIBP1-207	PPFIBP1	0
PPFIBP1-210	PPFIBP1	0.353746
PPFIBP1-215	PPFIBP1	3.62114
PPHLN1-201	PPHLN1	10.3748
PPHLN1-203	PPHLN1	17.1261
PPHLN1-204	PPHLN1	16.3433
PPHLN1-205	PPHLN1	0.14585
PPHLN1-206	PPHLN1	15.8394
PPHLN1-207	PPHLN1	21.9578
PPHLN1-208	PPHLN1	9.62184
PPHLN1-213	PPHLN1	0.270019
PPHLN1-221	PPHLN1	21.5771
PPIA-201	PPIA	1818.79
PPIA-204	PPIA	81.2123
PPIB-201	PPIB	343.089
PPID-201	PPID	54.1439
PPIE-201	PPIE	5.60629
PPIE-202	PPIE	25.0038
PPIE-203	PPIE	16.2844
PPIE-204	PPIE	5.52438
PPIE-208	PPIE	2.65936
PPIE-215	PPIE	7.86731
PPIG-201	PPIG	20.0159
PPIG-203	PPIG	3.79915
PPIG-208	PPIG	0.73615
PPIH-201	PPIH	161.881
PPIH-205	PPIH	0
PPIL1-201	PPIL1	86.33
PPIL2-201	PPIL2	5.79188
PPIL2-212	PPIL2	2.76033
PPIL3-201	PPIL3	2.25728
PPIL3-202	PPIL3	23.5108
PPIL3-203	PPIL3	15.4279
PPIL3-204	PPIL3	1.65369
PPIL4-201	PPIL4	26.68
PPIP5K1-201	PPIP5K1	4.25483
PPIP5K1-202	PPIP5K1	0.000112786
PPIP5K1-205	PPIP5K1	0
PPIP5K1-206	PPIP5K1	1.58932
PPIP5K1-207	PPIP5K1	8.99442e-05
PPIP5K1-210	PPIP5K1	11.1649
PPIP5K2-201	PPIP5K2	3.1473
PPIP5K2-202	PPIP5K2	2.45821e-05
PPIP5K2-207	PPIP5K2	0
PPIP5K2-208	PPIP5K2	10.6248
PPIP5K2-215	PPIP5K2	12.4791
PPM1A-201	PPM1A	25.2806
PPM1A-202	PPM1A	11.9458
PPM1A-203	PPM1A	14.0473
PPM1B-201	PPM1B	7.93471
PPM1B-204	PPM1B	8.95901
PPM1B-205	PPM1B	0.808904
PPM1B-208	PPM1B	0.230751
PPM1D-201	PPM1D	7.6404
PPM1D-202	PPM1D	8.61771
PPM1F-201	PPM1F	16.1432
PPM1F-202	PPM1F	1.68634
PPM1G-201	PPM1G	226.161
PPME1-201	PPME1	47.8521
PPME1-202	PPME1	0.614386
PPP1CA-201	PPP1CA	7.16538
PPP1CA-202	PPP1CA	12.213
PPP1CA-203	PPP1CA	221.031
PPP1CB-201	PPP1CB	74.023
PPP1R10-201	PPP1R10	37.7365
PPP1R12A-201	PPP1R12A	8.77952
PPP1R12A-202	PPP1R12A	1.3336
PPP1R12A-204	PPP1R12A	0
PPP1R12A-213	PPP1R12A	5.21091
PPP1R12C-201	PPP1R12C	5.204
PPP1R12C-202	PPP1R12C	6.03613
PPP1R12C-207	PPP1R12C	27.257
PPP1R12C-209	PPP1R12C	8.7961
PPP1R18-201	PPP1R18	33.2116
PPP1R18-206	PPP1R18	73.5156
PPP1R2-203	PPP1R2	2.95675
PPP1R2-206	PPP1R2	12.0082
PPP1R2B-201	PPP1R2B	0.0501442
PPP1R3A-201	PPP1R3A	0
PPP1R7-201	PPP1R7	8.36271
PPP1R7-202	PPP1R7	1.46016
PPP1R7-208	PPP1R7	0.481058
PPP1R7-209	PPP1R7	19.4101
PPP1R7-213	PPP1R7	10.8535
PPP1R8-202	PPP1R8	49.6203
PPP1R9B-202	PPP1R9B	26.5861
PPP2CA-203	PPP2CA	82.529
PPP2CB-201	PPP2CB	51.4548
PPP2R1A-201	PPP2R1A	7.62388
PPP2R1A-203	PPP2R1A	0
PPP2R1B-201	PPP2R1B	5.69956
PPP2R1B-202	PPP2R1B	31.3662
PPP2R1B-204	PPP2R1B	0
PPP2R1B-206	PPP2R1B	32.0201
PPP2R2A-201	PPP2R2A	44.875
PPP2R2A-202	PPP2R2A	13.0164
PPP2R2B-201	PPP2R2B	0
PPP2R2B-202	PPP2R2B	0.152054
PPP2R2B-204	PPP2R2B	0
PPP2R2B-205	PPP2R2B	0
PPP2R2B-206	PPP2R2B	0
PPP2R2B-208	PPP2R2B	0
PPP2R2D-201	PPP2R2D	4.30819
PPP2R5A-201	PPP2R5A	21.7095
PPP2R5A-205	PPP2R5A	9.64623
PPP2R5C-201	PPP2R5C	13.9409
PPP2R5C-202	PPP2R5C	4.97123
PPP2R5C-203	PPP2R5C	12.2529
PPP2R5C-204	PPP2R5C	0.387769
PPP2R5C-205	PPP2R5C	77.6301
PPP2R5C-226	PPP2R5C	1.31528
PPP2R5C-227	PPP2R5C	1.1048
PPP2R5D-202	PPP2R5D	0.330769
PPP2R5D-203	PPP2R5D	40.9914
PPP2R5D-205	PPP2R5D	7.2989
PPP2R5D-206	PPP2R5D	1.3952
PPP2R5D-208	PPP2R5D	30.91
PPP2R5E-201	PPP2R5E	10.1511
PPP2R5E-202	PPP2R5E	21.9007
PPP2R5E-204	PPP2R5E	8.41381
PPP4R1-202	PPP4R1	22.2749
PPP4R1-203	PPP4R1	16.0709
PPP4R3A-202	PPP4R3A	1.05869
PPP4R3A-205	PPP4R3A	14.1581
PPP4R3A-206	PPP4R3A	43.6368
PPP4R3A-208	PPP4R3A	1.77784
PPP4R3B-203	PPP4R3B	3.61199
PPP4R3B-205	PPP4R3B	29.7388
PPP4R3B-206	PPP4R3B	14.0137
PPP5C-201	PPP5C	69.6475
PPP5C-205	PPP5C	5.67465
PPP6C-201	PPP6C	58.5532
PPP6C-203	PPP6C	0.709761
PPP6R1-201	PPP6R1	90.2211
PPP6R2-201	PPP6R2	5.84806
PPP6R2-202	PPP6R2	0
PPP6R2-203	PPP6R2	2.54447
PPP6R2-204	PPP6R2	2.302
PPP6R2-205	PPP6R2	7.79555
PPP6R2-206	PPP6R2	2.26422
PPP6R2-209	PPP6R2	20.246
PPP6R3-201	PPP6R3	1.60319
PPP6R3-202	PPP6R3	5.68235
PPP6R3-203	PPP6R3	34.9798
PPP6R3-204	PPP6R3	0.800959
PPP6R3-205	PPP6R3	19.8581
PPP6R3-206	PPP6R3	5.6717
PPP6R3-214	PPP6R3	1.39369
PPP6R3-218	PPP6R3	1.22251
PPT1-203	PPT1	0.904307
PPT1-205	PPT1	0
PPT1-208	PPT1	0
PPT1-209	PPT1	1.94928
PPT1-215	PPT1	2.26814
PQBP1-201	PQBP1	4.69081
PQBP1-202	PQBP1	21.3226
PQBP1-206	PQBP1	16.7878
PQBP1-208	PQBP1	0
PRADC1-201	PRADC1	25.0155
PRAF2-201	PRAF2	1.37652
PRAF2-202	PRAF2	47.0396
PRAG1-201	PRAG1	1.93176
PRAMEF17-201	PRAMEF17	0
PRAMEF20-201	PRAMEF20	0
PRC1-201	PRC1	3.80824
PRC1-202	PRC1	52.5081
PRC1-204	PRC1	10.5852
PRC1-206	PRC1	2.88695
PRC1-216	PRC1	9.24888
PRCP-201	PRCP	2.53854
PRCP-202	PRCP	18.7796
PRDX1-201	PRDX1	6.32059
PRDX2-201	PRDX2	144.313
PRDX3-201	PRDX3	272.804
PRDX4-203	PRDX4	0.141979
PRDX5-201	PRDX5	211.041
PRDX5-202	PRDX5	22.3426
PRDX5-203	PRDX5	16.616
PRDX6-201	PRDX6	110.304
PREP-203	PREP	1.87468
PREPL-201	PREPL	1.33862
PREPL-202	PREPL	0
PREPL-203	PREPL	0.185161
PREPL-205	PREPL	1.77161
PRICKLE3-203	PRICKLE3	4.01102
PRICKLE3-204	PRICKLE3	0.198892
PRICKLE3-206	PRICKLE3	2.26784
PRIM1-201	PRIM1	79.0134
PRIM1-209	PRIM1	13.3384
PRIM2-207	PRIM2	39.7197
PRIM2-209	PRIM2	2.29078
PRKAA1-202	PRKAA1	12.5561
PRKAA1-204	PRKAA1	25.1791
PRKAB1-201	PRKAB1	71.9982
PRKACA-201	PRKACA	22.3352
PRKACA-204	PRKACA	3.14323
PRKACA-208	PRKACA	41.8295
PRKACB-201	PRKACB	0
PRKACB-202	PRKACB	0
PRKACB-203	PRKACB	0
PRKACB-204	PRKACB	21.3963
PRKACB-205	PRKACB	1.13101
PRKACB-206	PRKACB	3.40894
PRKACB-207	PRKACB	0
PRKACB-208	PRKACB	0.16486
PRKACB-211	PRKACB	4.00094
PRKACB-213	PRKACB	2.61521
PRKACB-217	PRKACB	0
PRKACB-218	PRKACB	0
PRKACB-219	PRKACB	0
PRKACG-201	PRKACG	0
PRKAG1-201	PRKAG1	0.678392
PRKAG1-206	PRKAG1	51.4134
PRKAR1A-201	PRKAR1A	79.3876
PRKAR1B-201	PRKAR1B	0
PRKAR1B-207	PRKAR1B	11.7316
PRKAR2A-201	PRKAR2A	15.7822
PRKAR2A-202	PRKAR2A	0.282439
PRKAR2A-204	PRKAR2A	0
PRKCA-202	PRKCA	89.7764
PRKCB-210	PRKCB	30.7668
PRKCI-201	PRKCI	13.1893
PRKCQ-201	PRKCQ	41.741
PRKCQ-202	PRKCQ	1.03006
PRKCSH-205	PRKCSH	0.873665
PRKCSH-209	PRKCSH	96.978
PRKCSH-217	PRKCSH	38.0582
PRKDC-201	PRKDC	151.507
PRKDC-209	PRKDC	0.412852
PRKG1-203	PRKG1	0
PRKG1-204	PRKG1	0
PRKG1-210	PRKG1	0
PRKRA-201	PRKRA	44.4546
PRKRA-203	PRKRA	6.9618
PRKRA-211	PRKRA	0.755314
PRMT1-201	PRMT1	222.107
PRMT1-207	PRMT1	0
PRMT5-201	PRMT5	0
PRMT5-202	PRMT5	153.377
PRMT5-203	PRMT5	1.82938
PRMT5-204	PRMT5	4.91185
PRMT5-209	PRMT5	13.5906
PRMT5-213	PRMT5	6.42568
PRMT6-201	PRMT6	17.828
PRMT6-203	PRMT6	0.270609
PRMT7-201	PRMT7	0.581344
PRMT7-203	PRMT7	16.2405
PRMT8-202	PRMT8	0
PRMT8-203	PRMT8	0
PRODH2-201	PRODH2	0
PRODH2-207	PRODH2	0
PRORP-202	PRORP	3.90656
PRORP-204	PRORP	4.74885
PRPF19-201	PRPF19	244.164
PRPF3-201	PRPF3	64.2508
PRPF31-201	PRPF31	54.2436
PRPF38A-201	PRPF38A	54.9066
PRPF4-201	PRPF4	45.2466
PRPF4-202	PRPF4	7.45626
PRPF40A-202	PRPF40A	69.6012
PRPF40A-203	PRPF40A	0.392951
PRPF4B-201	PRPF4B	15.8827
PRPF4B-206	PRPF4B	17.9088
PRPF6-201	PRPF6	99.9619
PRPF8-201	PRPF8	257.512
PRPS1-201	PRPS1	10.7691
PRPS1-204	PRPS1	98.7189
PRPS1-205	PRPS1	1.25132
PRPS1-214	PRPS1	0
PRPS1-215	PRPS1	2.268
PRPS1-219	PRPS1	2.72894
PRPS1-222	PRPS1	4.19699
PRPS2-202	PRPS2	63.0392
PRPS2-203	PRPS2	4.81256
PRPSAP1-201	PRPSAP1	30.9118
PRPSAP1-203	PRPSAP1	12.1312
PRPSAP1-204	PRPSAP1	0
PRPSAP1-206	PRPSAP1	6.18053
PRPSAP2-201	PRPSAP2	27.3056
PRPSAP2-205	PRPSAP2	0.65942
PRPSAP2-216	PRPSAP2	0
PRPSAP2-217	PRPSAP2	0
PRPSAP2-222	PRPSAP2	1.1568
PRR36-202	PRR36	7.19656
PRRC1-201	PRRC1	38.3885
PRRC1-202	PRRC1	2.88849
PRRC1-204	PRRC1	11.1501
PRRC2C-201	PRRC2C	12.165
PRRC2C-202	PRRC2C	69.3804
PRSS53-201	PRSS53	4.0747
PSAP-201	PSAP	26.0407
PSAP-202	PSAP	380.692
